No	GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
223	968	4.87e-37	1.01e-38	0.3395	-13.014.956	-44.190.004	10174.62	CD68	CD68 molecule
224	79157	4.95e-37	1.03e-38	0.1233	-13.013.357	-16.048.129	111.83	MFSD11	major facilitator superfamily domain containing 11
225	4067	7.69e-37	1.60e-38	0.3063	-12.979.427	-39.753.681	140.9	LYN	LYN proto-oncogene, Src family tyrosine kinase
226	23646	1.02e-36	2.13e-38	0.3116	-1.295.768	-40.381.387	367.62	PLD3	phospholipase D family member 3
227	9450	1.15e-36	2.43e-38	0.3727	-12.947.552	-48.254.323	867.56	LY86	lymphocyte antigen 86
228	10659	1.89e-36	3.99e-38	0.253	-12.909.264	-32.664.613	111.27	CELF2	CUGBP Elav-like family member 2
229	1200	2.11e-36	4.47e-38	0.1587	-1.290.055	-2.047.138	365.82	TPP1	tripeptidyl peptidase 1
230	25903	2.54e-36	5.40e-38	0.4402	-12.885.985	-56.730.291	127.57	OLFML2B	olfactomedin like 2B
231	8635	2.85e-36	6.10e-38	0.2235	-12.876.501	-28.784.913	254.1	RNASET2	ribonuclease T2
232	6386	3.16e-36	6.78e-38	0.1185	-12.868.404	-15.246.297	4762.96	SDCBP	syndecan binding protein
233	5880	3.43e-36	7.40e-38	0.1546	-12.861.629	-19.885.354	445.19	RAC2	Rac family small GTPase 2
234	9957	3.52e-36	7.63e-38	0.4559	-12.859.248	-58.623.364	159.62	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
235	7099	3.74e-36	8.14e-38	0.2458	-12.854.267	-31.601.795	267.42	TLR4	toll like receptor 4
236	8760	3.74e-36	8.18e-38	0.1685	-12.853.915	-21.663.351	180.99	CDS2	CDP-diacylglycerol synthase 2
237	8569	4.02e-36	8.82e-38	0.1846	-12.848.093	-23.714.869	262.85	MKNK1	MAPK interacting serine/threonine kinase 1
238	6402	4.91e-36	1.08e-37	0.4489	-12.832.304	-5.760.325	133.01	SELL	selectin L
239	1522	5.25e-36	1.16e-37	0.2337	-12.826.677	-29.973.075	604.72	CTSZ	cathepsin Z
240	11214	7.51e-36	1.67e-37	0.1352	-12.798.664	-17.302.256	125.43	AKAP13	A-kinase anchoring protein 13
241	10066	9.99e-36	2.23e-37	0.0871	-12.776.115	-11.123.534	534.74	SCAMP2	secretory carrier membrane protein 2
242	109729184	1.70e-35	3.80e-37	0.359	-12.734.555	-4.571.512	35.29	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1
243	57600	2.13e-35	4.80e-37	0.3881	-12.716.319	-49.346.496	63.75	FNIP2	folliculin interacting protein 2
244	10653	2.19e-35	4.96e-37	0.3392	-12.713.793	-43.123.138	47.43	SPINT2	serine peptidase inhibitor, Kunitz type 2
245	3516	2.54e-35	5.75e-37	0.1281	-1.270.219	-16.270.279	500.91	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
246	6195	3.25e-35	7.40e-37	0.3324	-12.682.445	-42.159.377	58.26	RPS6KA1	ribosomal protein S6 kinase A1
247	29887	6.38e-35	1.46e-36	0.3514	-12.629.115	-44.384.453	376.7	SNX10	sorting nexin 10
248	5003	6.93e-35	1.59e-36	0.3182	-12.622.362	-40.169.361	22.62	SLC22A18AS	SLC22A18 antisense RNA
249	8564	7.63e-35	1.76e-36	0.4073	-12.614.417	-51.378.722	205.33	KMO	kynurenine 3-monooxygenase
250	3459	9.62e-35	2.23e-36	0.1502	-1.259.581	-18.914.428	1121.66	IFNGR1	interferon gamma receptor 1
251	23659	1.45e-34	3.37e-36	0.1478	-1.256.306	-18.567.245	264.52	PLA2G15	phospholipase A2 group XV
252	801	2.68e-34	6.25e-36	0.1087	-12.514.061	-13.608.898	1763.27	CALM1	calmodulin 1
253	950	2.89e-34	6.76e-36	0.1836	-12.507.899	-22.970.358	275.07	SCARB2	scavenger receptor class B member 2
254	2171	3.01e-34	7.08e-36	0.2034	-12.504.232	-25.435.679	1539.53	FABP5	fatty acid binding protein 5
255	50619	8.44e-34	1.99e-35	0.3333	-12.421.694	-4.140.067	37.45	DEF6	DEF6 guanine nucleotide exchange factor
256	8522	1.11e-33	2.62e-35	0.4036	-1.239.973	-5.004.682	35.76	GAS7	growth arrest specific 7
257	9832	1.13e-33	2.69e-35	0.4131	-12.397.716	-51.210.753	222.13	JAKMIP2	janus kinase and microtubule interacting protein 2
258	113277	1.27e-33	3.03e-35	0.2383	-12.388.201	-29.517.108	35.23	TMEM106A	transmembrane protein 106A
259	2787	2.23e-33	5.34e-35	0.0803	-1.234.264	-0.9909287	1405.47	GNG5	G protein subunit gamma 5
260	11151	2.35e-33	5.66e-35	0.4102	-12.337.882	-50.612.776	51.57	CORO1A	coronin 1A
261	1890	2.63e-33	6.35e-35	0.1729	-12.328.628	-21.321.501	303.67	TYMP	thymidine phosphorylase
262	100129792	2.68e-33	6.49e-35	0.3627	-12.326.917	-44.703.589	628.48	CCDC152	coiled-coil domain containing 152
263	5641	3.04e-33	7.41e-35	0.3257	-12.316.186	-4.011.404	1530.9	LGMN	legumain
264	255809	3.14e-33	7.68e-35	0.357	-1.231.333	-43.962.724	63.73	C19orf38	chromosome 19 open reading frame 38
265	808	3.65e-33	8.95e-35	0.1634	-12.300.938	-20.097.797	308.09	CALM3	calmodulin 3
266	161742	3.72e-33	9.15e-35	0.2373	-12.299.187	-29.185.216	96.94	SPRED1	sprouty related EVH1 domain containing 1
267	56271	5.38e-33	1.33e-34	0.1841	-12.268.897	-22.586.163	55.08	BEX4	brain expressed X-linked 4
268	5031	5.62e-33	1.39e-34	0.3882	-1.226.518	-47.613.256	114.8	P2RY6	pyrimidinergic receptor P2Y6
269	27128	5.66e-33	1.41e-34	0.4793	-12.264.249	-58.778.754	73.11	CYTH4	cytohesin 4
270	55647	1.29e-32	3.23e-34	0.4154	-12.196.918	-50.668.318	49.96	RAB20	RAB20, member RAS oncogene family
271	7852	1.31e-32	3.29e-34	0.389	-12.195.404	-47.442.612	58.96	CXCR4	C-X-C motif chemokine receptor 4
272	2760	1.38e-32	3.48e-34	0.3409	-12.190.855	-41.562.753	898.77	GM2A	ganglioside GM2 activator
273	64098	1.55e-32	3.93e-34	0.37	-12.180.946	-45.064.545	116.7	PARVG	parvin gamma
274	3109	1.57e-32	3.98e-34	0.4593	-12.179.807	-55.941.448	534.46	HLA-DMB	major histocompatibility complex, class II, DM beta
275	23673	1.82e-32	4.63e-34	0.1313	-12.167.426	-15.971.099	533.85	STX12	syntaxin 12
276	51177	2.56e-32	6.54e-34	0.2394	-1.213.926	-29.061.797	214.26	PLEKHO1	pleckstrin homology domain containing O1
277	115207	2.74e-32	7.04e-34	0.3677	-121.333	-44.614.679	84.22	KCTD12	potassium channel tetramerization domain containing 12
278	11314	3.01e-32	7.75e-34	0.4728	-12.125.367	-57.328.593	233.05	CD300A	CD300a molecule
279	10170	3.36e-32	8.69e-34	0.4741	-12.116.025	-57.446.786	335.97	DHRS9	dehydrogenase/reductase 9
280	1475	3.99e-32	1.03e-33	0.262	-12.101.713	-31.701.622	339.58	CSTA	cystatin A
281	27299	4.07e-32	1.06e-33	0.4868	-12.099.876	-58.901.961	359.76	ADAMDEC1	ADAM like decysin 1
282	79180	4.21e-32	1.10e-33	0.1754	-12.096.655	-21.213.513	123.39	EFHD2	EF-hand domain family member D2
283	4126	5.93e-32	1.55e-33	0.2035	-12.068.273	-24.557.671	85.06	MANBA	mannosidase beta
284	9296	7.59e-32	2.00e-33	0.1128	-12.047.662	-13.586.527	2602.85	ATP6V1F	ATPase H+ transporting V1 subunit F
285	80896	8.14e-32	2.15e-33	0.3636	-12.041.656	-43.778.817	705.13	NPL	N-acetylneuraminate pyruvate lyase
286	3176	9.30e-32	2.46e-33	0.2719	-1.203.034	-32.715.455	1048.16	HNMT	histamine N-methyltransferase
287	9114	9.89e-32	2.63e-33	0.1289	-12.024.962	-15.502.976	985.48	ATP6V0D1	ATPase H+ transporting V0 subunit d1
288	112268426	1.00e-31	2.68e-33	0.3928	-12.023.382	-4.722.328	47.76	LOC112268426	
289	25816	1.14e-31	3.05e-33	0.2143	-12.012.688	-25.747.603	387.12	TNFAIP8	TNF alpha induced protein 8
290	51567	1.48e-31	3.97e-33	0.1581	-11.990.839	-1.895.676	308.9	TDP2	tyrosyl-DNA phosphodiesterase 2
291	55454	2.08e-31	5.60e-33	0.1791	-11.962.311	-21.429.866	53.56	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
292	10402	2.20e-31	5.96e-33	0.3271	-11.957.122	-39.107.026	84.38	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
293	83593	2.28e-31	6.18e-33	0.3206	-11.954.099	-38.324.013	29.28	RASSF5	Ras association domain family member 5
294	151393	2.35e-31	6.39e-33	0.3472	-11.951.281	-41.498.035	77.14	RMDN2	regulator of microtubule dynamics 2
295	5226	2.55e-31	6.96e-33	0.1243	-11.944.229	-14.840.951	1576.56	PGD	phosphogluconate dehydrogenase
296	83937	3.02e-31	8.27e-33	0.334	-11.929.907	-39.843.044	77.21	RASSF4	Ras association domain family member 4
297	23484	4.40e-31	1.21e-32	0.103	-11.897.985	-12.249.659	361.09	LEPROTL1	leptin receptor overlapping transcript like 1
298	23307	4.40e-31	1.21e-32	0.1576	-11.897.946	-18.747.142	695.68	FKBP15	FKBP prolyl isomerase family member 15
299	972	5.08e-31	1.41e-32	0.3497	-1.188.556	-41.567.916	8533.92	CD74	CD74 molecule
300	3988	5.81e-31	1.61e-32	0.3455	-11.874.073	-41.028.488	2909.77	LIPA	lipase A, lysosomal acid type
301	84329	7.84e-31	2.18e-32	0.2323	-11.848.736	-27.528.479	29.3	HVCN1	hydrogen voltage gated channel 1
302	51363	1.25e-30	3.51e-32	0.2311	-11.808.991	-27.291.411	78.45	CHST15	carbohydrate sulfotransferase 15
303	128338	1.48e-30	4.16e-32	0.1498	-11.794.562	-17.672.913	575.72	DRAM2	DNA damage regulated autophagy modulator 2
304	2012	1.66e-30	4.68e-32	0.1816	-1.178.475	-21.403.056	198.91	EMP1	epithelial membrane protein 1
305	830	1.96e-30	5.52e-32	0.1213	-11.770.786	-1.427.236	1899.57	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2
306	55238	1.96e-30	5.55e-32	0.1337	-11.770.307	-15.739.566	86.05	SLC38A7	solute carrier family 38 member 7
307	920	2.63e-30	7.49e-32	0.4629	-11.745.079	-54.365.348	513.99	CD4	CD4 molecule
308	8031	2.72e-30	7.76e-32	0.0976	-11.742.033	-11.465.339	1154.56	NCOA4	nuclear receptor coactivator 4
309	3660	2.87e-30	8.21e-32	0.2239	-11.737.236	-26.285.181	608.31	IRF2	interferon regulatory factor 2
310	3117	2.92e-30	8.37e-32	0.495	-11.735.614	-58.090.546	257.72	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
311	51167	3.04e-30	8.76e-32	0.1703	-11.731.763	-19.982.293	44.36	CYB5R4	cytochrome b5 reductase 4
312	5878	3.35e-30	9.68e-32	0.0947	-11.723.295	-11.104.691	131.92	RAB5C	RAB5C, member RAS oncogene family
313	2793	3.87e-30	1.12e-31	0.4288	-1.171.098	-50.212.994	56.31	GNGT2	G protein subunit gamma transducin 2
314	2533	4.13e-30	1.20e-31	0.3798	-11.705.097	-44.455.703	340.87	FYB1	FYN binding protein 1
315	7045	4.42e-30	1.29e-31	0.216	-11.699.062	-25.272.711	525.31	TGFBI	transforming growth factor beta induced
316	83547	4.82e-30	1.41e-31	0.2588	-11.691.506	-30.259.646	37.36	RILP	Rab interacting lysosomal protein
317	285195	5.47e-30	1.60e-31	0.3079	-11.680.432	-35.958.867	74.58	SLC9A9	solute carrier family 9 member A9
318	11343	6.66e-30	1.96e-31	0.1577	-11.663.422	-18.397.208	415.87	MGLL	monoglyceride lipase
319	100533105	6.99e-30	2.06e-31	0.2283	-11.659.081	-26.618.857	24.24	C8orf44-SGK3	C8orf44-SGK3 readthrough
320	51092	8.12e-30	2.41e-31	0.3157	-11.645.988	-36.762.488	29.85	SIDT2	SID1 transmembrane family member 2
321	2764	8.38e-30	2.49e-31	0.113	-11.643.056	-13.150.982	259.51	GMFB	glia maturation factor beta
322	57192	9.14e-30	2.73e-31	0.2894	-11.635.326	-33.675.293	34.73	MCOLN1	mucolipin TRP cation channel 1
323	29103	9.71e-30	2.90e-31	0.2311	-1.162.995	-26.872.974	582.61	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
324	5210	1.17e-29	3.51e-31	0.1991	-11.613.826	-23.128.413	32.37	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
325	27131	1.28e-29	3.85e-31	0.1473	-11.605.721	-17.091.326	181.96	SNX5	sorting nexin 5
326	2357	1.28e-29	3.87e-31	0.3785	-11.605.293	-43.926.643	174.42	FPR1	formyl peptide receptor 1
327	255919	1.34e-29	4.05e-31	0.1339	-1.160.139	-15.535.404	91.86	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1
328	7133	1.36e-29	4.13e-31	0.3782	-1.159.977	-43.872.333	141.01	TNFRSF1B	TNF receptor superfamily member 1B
329	26157	1.53e-29	4.66e-31	0.3536	-11.589.484	-40.981.186	158.09	GIMAP2	GTPase, IMAP family member 2
330	27020	2.34e-29	7.16e-31	0.1158	-11.552.634	-13.375.968	266.37	NPTN	neuroplastin
331	3987	2.43e-29	7.43e-31	0.234	-11.549.407	-27.020.265	376.86	LIMS1	LIM zinc finger domain containing 1
332	290	2.71e-29	8.34e-31	0.4055	-11.539.502	-46.793.586	43.56	ANPEP	alanyl aminopeptidase, membrane
333	55748	3.03e-29	9.35e-31	0.0955	-11.529.674	-11.014.893	612.31	CNDP2	carnosine dipeptidase 2
334	10287	3.44e-29	1.06e-30	0.186	-11.518.604	-21.422.179	51.4	RGS19	regulator of G protein signaling 19
335	10043	4.75e-29	1.47e-30	0.1509	-11.490.499	-1.733.594	192.2	TOM1	target of myb1 membrane trafficking protein
336	2876	5.18e-29	1.61e-30	0.1612	-11.482.707	-18.510.196	717.69	GPX1	glutathione peroxidase 1
337	22875	5.30e-29	1.65e-30	0.1901	-11.480.449	-21.828.101	88.83	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4
338	26127	1.25e-28	3.93e-30	0.0969	-11.405.495	-1.105.581	325.58	FGFR1OP2	FGFR1 oncogene partner 2
339	23678	1.43e-28	4.48e-30	0.3026	-11.394.074	-34.477.904	21.37	SGK3	serum/glucocorticoid regulated kinase family member 3
340	9766	1.69e-28	5.33e-30	0.2714	-11.378.867	-30.878.481	50.41	SUSD6	sushi domain containing 6
341	3557	1.77e-28	5.58e-30	0.4823	-11.374.818	-54.857.568	1135.3	IL1RN	interleukin 1 receptor antagonist
342	4084	1.94e-28	6.13e-30	0.2483	-11.366.595	-28.225.879	61.31	MXD1	MAX dimerization protein 1
343	54502	2.04e-28	6.48e-30	0.3913	-1.136.185	-44.458.807	51.56	RBM47	RNA binding motif protein 47
344	63940	2.31e-28	7.37e-30	0.2406	-11.350.563	-27.310.709	45.66	GPSM3	G protein signaling modulator 3
345	4074	3.87e-28	1.24e-29	0.1146	-11.305.199	-12.959.838	443.57	M6PR	mannose-6-phosphate receptor, cation dependent
346	4495	4.01e-28	1.28e-29	0.449	-11.301.891	-50.740.625	129.43	MT1G	metallothionein 1G
347	9839	4.89e-28	1.57e-29	0.237	-11.284.281	-26.740.469	162.98	ZEB2	zinc finger E-box binding homeobox 2
348	100505812	5.93e-28	1.91e-29	0.2821	-11.266.951	-31.780.069	43.83	CARD8-AS1	CARD8 antisense RNA 1
349	3937	6.02e-28	1.94e-29	0.5557	-11.265.444	-62.598.599	90.05	LCP2	lymphocyte cytosolic protein 2
350	23643	7.07e-28	2.29e-29	0.2043	-11.250.979	-2.298.349	1594.86	LY96	lymphocyte antigen 96
351	5742	8.68e-28	2.82e-29	0.3779	-11.232.589	-42.443.879	127.41	PTGS1	prostaglandin-endoperoxide synthase 1
352	9997	1.24e-27	4.02e-29	0.1343	-1.120.116	-15.042.724	237.82	SCO2	synthesis of cytochrome C oxidase 2
353	220929	1.59e-27	5.20e-29	0.1819	-11.178.504	-20.334.863	136.64	ZNF438	zinc finger protein 438
354	2512	1.75e-27	5.74e-29	0.2269	-111.696	-25.345.003	249686.51	FTL	ferritin light chain
355	3162	1.85e-27	6.09e-29	0.2521	-11.164.445	-28.147.907	139.41	HMOX1	heme oxygenase 1
356	9725	1.96e-27	6.46e-29	0.1742	-11.159.227	-19.440.206	76.83	TMEM63A	transmembrane protein 63A
357	3394	2.09e-27	6.91e-29	0.4446	-11.153.172	-4.958.554	29.75	IRF8	interferon regulatory factor 8
358	8303	2.37e-27	7.86e-29	0.2476	-11.141.697	-27.589.238	43.6	SNN	stannin
359	79930	2.57e-27	8.55e-29	0.4306	-1.113.421	-47.940.804	46.26	DOK3	docking protein 3
360	5663	3.08e-27	1.03e-28	0.1057	-11.117.987	-11.750.197	303.79	PSEN1	presenilin 1
361	164684	3.28e-27	1.10e-28	0.2857	-11.112.039	-31.744.444	27.05	WBP2NL	WBP2 N-terminal like
362	23385	3.84e-27	1.29e-28	0.081	-110.977	-0.8994277	712.16	NCSTN	nicastrin
363	4327	4.53e-27	1.52e-28	0.3265	-11.082.804	-36.181.547	174.24	MMP19	matrix metallopeptidase 19
364	10483	4.98e-27	1.68e-28	0.1106	-11.073.946	-12.251.949	285.17	SEC23B	SEC23 homolog B, COPII coat complex component
365	25798	5.81e-27	1.96e-28	0.2309	-1.105.997	-25.537.148	140.76	BRI3	brain protein I3
366	653513	7.35e-27	2.49e-28	0.2426	-11.038.615	-26.778.647	54.2	LOC653513	phosphodiesterase 4D interacting protein-like
367	56606	7.81e-27	2.65e-28	0.35	-11.032.805	-38.614.856	21.71	SLC2A9	solute carrier family 2 member 9
368	59345	8.97e-27	3.06e-28	0.1766	-11.020.113	-1.946.316	95.63	GNB4	G protein subunit beta 4
369	8417	9.72e-27	3.32e-28	0.1262	-11.012.694	-13.902.606	273.12	STX7	syntaxin 7
370	4650	1.04e-26	3.57e-28	0.2056	-11.006.229	-22.633.454	56.68	MYO9B	myosin IXB
371	100505702	1.25e-26	4.28e-28	0.4378	-10.989.752	-48.111.961	139.31	LINC01094	long intergenic non-protein coding RNA 1094
372	100652768	1.25e-26	4.29e-28	0.3111	-1.098.962	-34.190.057	24.23	LOC100652768	uncharacterized LOC100652768
373	1509	1.25e-26	4.30e-28	0.2481	-10.989.254	-27.268.075	5062.45	CTSD	cathepsin D
374	85027	1.33e-26	4.60e-28	0.2735	-10.983.352	-30.039.047	41.64	SMIM3	small integral membrane protein 3
375	1312	1.82e-26	6.32e-28	0.1555	-1.095.448	-17.039.271	1054.76	COMT	catechol-O-methyltransferase
376	58472	1.84e-26	6.41e-28	0.156	-10.953.242	-17.086.834	616.41	SQOR	sulfide quinone oxidoreductase
377	3563	2.24e-26	7.82e-28	0.3688	-10.935.234	-40.324.576	77.41	IL3RA	interleukin 3 receptor subunit alpha
378	57698	2.33e-26	8.15e-28	0.1494	-10.931.448	-1.632.657	130.27	SHTN1	shootin 1
379	843	2.45e-26	8.60e-28	0.1653	-10.926.586	-18.063.526	58.31	CASP10	caspase 10
380	10855	2.88e-26	1.01e-27	0.3466	-10.911.605	-37.817.792	30.14	HPSE	heparanase
381	152007	2.88e-26	1.01e-27	0.22	-1.091.168	-24.007.675	151.86	GLIPR2	GLI pathogenesis related 2
382	11057	2.95e-26	1.04e-27	0.1906	-10.909.128	-20.787.891	155.61	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
383	717	3.31e-26	1.17e-27	0.332	-10.898.348	-36.185.343	303.97	C2	complement C2
384	115273	3.42e-26	1.22e-27	0.266	-1.089.508	-28.984.122	69.83	RAB42	RAB42, member RAS oncogene family
385	10769	4.04e-26	1.44e-27	0.1262	10.879.844	13.730.204	685.58	PLK2	polo like kinase 2
386	4208	4.12e-26	1.47e-27	0.4533	-10.877.691	-49.304.076	70.43	MEF2C	myocyte enhancer factor 2C
387	221178	4.40e-26	1.58e-27	0.3498	-10.871.479	-38.024.942	55.81	SPATA13	spermatogenesis associated 13
388	4758	4.60e-26	1.65e-27	0.1517	-10.867.191	-16.481.083	124.58	NEU1	neuraminidase 1
389	53840	4.79e-26	1.72e-27	0.185	-10.863.338	-20.091.837	42.12	TRIM34	tripartite motif containing 34
390	2022	8.48e-26	3.06e-27	0.3707	-10.810.792	-40.079.503	131.49	ENG	endoglin
391	55233	9.36e-26	3.39e-27	0.1055	-10.801.435	-11.391.602	416.14	MOB1A	MOB kinase activator 1A
392	445372	9.36e-26	3.40e-27	0.1849	-10.801.188	-19.967.779	42.2	TRIM6-TRIM34	TRIM6-TRIM34 readthrough
393	9050	1.05e-25	3.80e-27	0.2062	-10.790.835	-22.250.686	148.33	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2
394	387032	1.13e-25	4.11e-27	0.2851	-10.783.772	-30.739.165	25.44	ZKSCAN4	zinc finger with KRAB and SCAN domains 4
395	1118	1.14e-25	4.16e-27	0.5306	-10.782.524	-57.207.677	537.45	CHIT1	chitinase 1
396	81704	1.14e-25	4.17e-27	0.4642	-10.782.446	-50.052.061	34.5	DOCK8	dedicator of cytokinesis 8
397	5217	1.14e-25	4.18e-27	0.1383	10.782.074	14.910.815	1172.68	PFN2	profilin 2
398	23313	1.40e-25	5.17e-27	0.2515	-10.762.588	-27.064.199	80	KIAA0930	KIAA0930
399	23312	1.71e-25	6.33e-27	0.2901	-10.743.938	-31.173.306	38.89	DMXL2	Dmx like 2
400	219855	1.91e-25	7.08e-27	0.3699	-1.073.361	-39.702.187	218.24	SLC37A2	solute carrier family 37 member 2
401	51493	2.22e-25	8.24e-27	0.1147	-10.719.524	-12.296.623	1554.92	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
402	387921	2.37e-25	8.82e-27	0.1808	-10.713.299	-19.373.153	106.08	NHLRC3	NHL repeat containing 3
403	26503	2.41e-25	8.99e-27	0.1958	-10.711.444	-20.972.997	74.1	SLC17A5	solute carrier family 17 member 5
404	10972	2.98e-25	1.12e-26	0.1032	-10.691.536	-11.037.425	1775.6	TMED10	transmembrane p24 trafficking protein 10
405	4688	3.12e-25	1.17e-26	0.3382	-10.687.249	-36.143.459	694.55	NCF2	neutrophil cytosolic factor 2
406	10006	3.16e-25	1.19e-26	0.1069	-10.685.731	-11.428.265	489.27	ABI1	abl interactor 1
407	26578	3.40e-25	1.28e-26	0.2021	-10.678.716	-21.579.524	253.35	OSTF1	osteoclast stimulating factor 1
408	7130	3.62e-25	1.37e-26	0.5046	-10.672.542	-53.854.743	398.53	TNFAIP6	TNF alpha induced protein 6
409	9277	3.66e-25	1.38e-26	0.0831	10.671.459	0.8871528	255.14	WDR46	WD repeat domain 46
410	100289097	3.74e-25	1.42e-26	0.2418	-10.669.036	-25.800.961	46.51	FRG1CP	FSHD region gene 1 family member C, pseudogene
411	220002	3.93e-25	1.49e-26	0.2653	-10.664.362	-28.294.881	433.97	CYB561A3	cytochrome b561 family member A3
412	25801	4.07e-25	1.55e-26	0.1773	-1.066.088	-18.906.917	331.25	GCA	grancalcin
413	79839	4.28e-25	1.64e-26	0.4248	-10.655.847	-45.262.473	55.64	CCDC102B	coiled-coil domain containing 102B
414	8930	4.35e-25	1.67e-26	0.1208	-10.654.214	-12.870.576	144.2	MBD4	methyl-CpG binding domain 4, DNA glycosylase
415	2896	4.39e-25	1.69e-26	0.1574	-10.653.017	-1.676.336	4068.04	GRN	granulin precursor
416	4864	5.04e-25	1.94e-26	0.1717	-10.640.019	-18.272.852	103.54	NPC1	NPC intracellular cholesterol transporter 1
417	9550	5.20e-25	2.01e-26	0.0691	-10.636.897	-0.7348225	2647	ATP6V1G1	ATPase H+ transporting V1 subunit G1
418	10924	7.54e-25	2.92e-26	0.3896	-10.602.013	-4.130.332	45.47	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
419	23136	8.30e-25	3.22e-26	0.2774	-10.592.811	-29.388.819	85.56	EPB41L3	erythrocyte membrane protein band 4.1 like 3
420	10062	8.95e-25	3.48e-26	0.3606	-10.585.467	-38.167.207	111.82	NR1H3	nuclear receptor subfamily 1 group H member 3
421	113402	9.22e-25	3.59e-26	0.0999	-10.582.458	-10.576.389	372.05	SFT2D1	SFT2 domain containing 1
422	55012	1.04e-24	4.06e-26	0.133	-1.057.106	-14.058.774	232.41	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
423	3099	1.15e-24	4.51e-26	0.2807	-10.561.266	-29.647.468	49.45	HK2	hexokinase 2
424	308	1.23e-24	4.81e-26	0.094	-10.555.039	-0.991736	6974.62	ANXA5	annexin A5
425	1612	1.27e-24	4.99e-26	0.2049	-10.551.652	-21.615.284	65.54	DAPK1	death associated protein kinase 1
426	10342	1.35e-24	5.32e-26	0.0866	10.545.621	0.9135756	577.88	TFG	trafficking from ER to golgi regulator
427	10010	1.39e-24	5.51e-26	0.1337	-10.542.388	-14.100.208	466.98	TANK	TRAF family member associated NFKB activator
428	3454	1.63e-24	6.47e-26	0.0994	-10.527.282	-10.468.153	364.19	IFNAR1	interferon alpha and beta receptor subunit 1
429	10678	1.71e-24	6.78e-26	0.2335	-10.522.881	-24.571.966	65.67	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
430	83442	1.75e-24	6.97e-26	0.1334	-10.520.227	-14.034.333	11633.44	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
431	3663	2.35e-24	9.39e-26	0.2438	-10.492.101	-25.582.203	56.52	IRF5	interferon regulatory factor 5
432	1520	2.53e-24	1.01e-25	0.4206	-10.485.214	-44.102.838	3976.31	CTSS	cathepsin S
433	3588	3.34e-24	1.34e-25	0.1319	-10.458.522	-13.793.977	220.13	IL10RB	interleukin 10 receptor subunit beta
434	26234	4.40e-24	1.77e-25	0.11	-10.432.294	-11.478.808	247	FBXL5	F-box and leucine rich repeat protein 5
